danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,duration_ms,time_signature,spotify_song,spotify_album,spotify_artist,billboard_name,billboard_artist,popularity,release_date,explicit,billboard_df_index
0.5,0.727,5,-7.531,1,0.0327,0.658,0.0,0.249,0.898,127.927,audio_features,51PgB7XHoLwTRA4hUaqrqU,spotify:track:51PgB7XHoLwTRA4hUaqrqU,159773,4,Stairway to Heaven - Remastered,The Very Best Of Neil Sedaka,Neil Sedaka,stairway to heaven,neil sedaka,21,2001-08-06,False,75
0.693,0.858,9,-4.81,1,0.0325,0.255,0.0,0.14,0.798,132.037,audio_features,4J6KtlekFEXpKebOILNFDR,spotify:track:4J6KtlekFEXpKebOILNFDR,179107,4,Mi Pueblo (My Home Town) (with Juan Gabriel),50 Años de Ser el Divo de Juárez,Paul Anka,my home town,paul anka,14,2021-11-05,False,76
0.19,0.323,7,-12.405,1,0.0303,0.626,2.17e-06,0.176,0.281,94.34,audio_features,6yMGxqKj0218mFR5KqsMRq,spotify:track:6yMGxqKj0218mFR5KqsMRq,219560,4,Georgia on My Mind,True Genius,Ray Charles,georgia on my mind,ray charles,63,2021-09-10,False,77
0.499,0.254,10,-16.861,0,0.0392,0.629,6.81e-06,0.0877,0.492,86.029,audio_features,3ManMR2GV4W6xD9KQnDZHe,spotify:track:3ManMR2GV4W6xD9KQnDZHe,140382,4,Cherry Pie,Goodies Old Is New: Rare Singles From The Golden Age of Rock and Roll,Skip & Flip,cherry pie,skip and flip,21,2004-03-15,False,78
0.686,0.672,11,-5.523,1,0.0323,0.7,0.0,0.135,0.857,128.55,audio_features,2G0GextMwZJLkNxcSZ7ZJ3,spotify:track:2G0GextMwZJLkNxcSZ7ZJ3,128787,4,(What A) Wonderful World - Mono,The Wonderful World Of Sam Cooke,Sam Cooke,wonderful world,sam cooke,72,1960-02,False,79
0.596,0.693,5,-4.426,1,0.0307,0.36,0.0,0.266,0.818,122.277,audio_features,5hkFh4gcayFloN3w6VKRdH,spotify:track:5hkFh4gcayFloN3w6VKRdH,136973,4,Lady Luck,20th Century Masters: The Millennium Collection: Best Of Lloyd Price,Lloyd Price,lady luck,lloyd price,13,2002-01-01,False,81
0.421,0.507,0,-12.335,1,0.0921,0.752,0.0,0.244,0.928,200.357,audio_features,0z8iTPpDbxL2JckvIids6T,spotify:track:0z8iTPpDbxL2JckvIids6T,151827,4,Step By Step,The Angels Listened,The Crests,step by step,the crests,30,1958-12-04,False,82
0.692,0.731,9,-7.043,1,0.0521,0.648,0.0,0.0998,0.906,95.243,audio_features,0PMa0oiP4oMdsqET9b8TX8,spotify:track:0PMa0oiP4oMdsqET9b8TX8,117880,4,Happy-Go-Lucky-Me (Alternate Take),In Your Home Tonight!,Paul Evans,happy go lucky me,paul evans,16,1961-12-24,False,83
0.416,0.227,7,-13.36,0,0.039,0.567,2.92e-05,0.156,0.39,116.986,audio_features,21GQhKoEr9WvrRGUZxzAsv,spotify:track:21GQhKoEr9WvrRGUZxzAsv,155040,3,Young Emotions - Remastered,It's Up To You,Ricky Nelson,young emotions,ricky nelson,23,1963-01-01,False,84
0.471,0.449,11,-9.845,0,0.0546,0.794,2.25e-05,0.35,0.715,74.673,audio_features,3e6DgJHco44VZekE9wz8Wh,spotify:track:3e6DgJHco44VZekE9wz8Wh,141493,4,Dreamin',Dreamin',Johnny Burnette,dreamin,johnny burnette,51,1960-09-24,False,85
0.485,0.706,8,-7.387,1,0.0319,0.392,0.0,0.0991,0.912,135.255,audio_features,2HKafPuzWaKsCzcE3zFOIX,spotify:track:2HKafPuzWaKsCzcE3zFOIX,154467,4,Poetry In Motion - 1960 #2 Billboard chart hit,Johnny Tillotson's Best,Johnny Tillotson,poetry in motion,johnny tillotson,50,1962,False,86
0.389,0.412,5,-8.131,1,0.0304,0.192,3.11e-06,0.0936,0.363,115.882,audio_features,6kFmfcqpy1ok5wfls2yCtZ,spotify:track:6kFmfcqpy1ok5wfls2yCtZ,171427,4,O Dio Mio,Italiannette,Annette Funicello,o dio mio,annette funicello,25,1960-01-01,False,87
0.683,0.706,7,-7.809,0,0.0444,0.854,0.0,0.11,0.618,128.221,audio_features,09shrRyEiaSUSFWNX3AC5y,spotify:track:09shrRyEiaSUSFWNX3AC5y,152379,1,You Talk Too Much - Remastered,Golden Selection (Remastered),Joe Jones,you talk too much,joe jones,16,2021-03-19,False,88
0.541,0.62,5,-15.603,1,0.0332,0.888,0.288,0.12,0.931,88.364,audio_features,3uHrMzdYjAUbINHGTh7M5S,spotify:track:3uHrMzdYjAUbINHGTh7M5S,129667,4,Beatnik Fly,Rock 'N' Roll Legend: Johnny And The Hurricanes,Johnny & The Hurricanes,beatnik fly,johnny and the hurricanes,19,2008-01-01,False,89
0.577,0.484,11,-9.926,1,0.0293,0.0887,0.0,0.215,0.882,118.132,audio_features,0x1m7c3igAKDQG8E0hETUA,spotify:track:0x1m7c3igAKDQG8E0hETUA,122511,4,When Will I Be Loved,Hey Doll Baby,The Everly Brothers,when will i be loved,the everly brothers,46,2022-06-17,False,90
0.608,0.866,2,-6.26,1,0.0639,0.47,0.0,0.297,0.959,97.016,audio_features,4G3wQNaWDtqWnHQnFwH84N,spotify:track:4G3wQNaWDtqWnHQnFwH84N,125480,4,Let's Think About Living,Presenting Bob Luman,Bob Luman,lets think about livin,bob luman,19,1957-04-22,False,91
0.584,0.589,5,-11.203,1,0.0718,0.463,1.53e-05,0.069,0.842,172.484,audio_features,0mmveflIg5uKskiCOdRV3e,spotify:track:0mmveflIg5uKskiCOdRV3e,154296,4,Heartaches By The Number,20 Greatest Hits,Guy Mitchell,heartaches by the number,guy mitchell,49,1995-01-01,False,92
0.487,0.373,11,-10.559,1,0.0271,0.821,4.77e-06,0.352,0.398,107.769,audio_features,5RAnGYZkgGRexckUnHNQEJ,spotify:track:5RAnGYZkgGRexckUnHNQEJ,160157,4,In My Little Corner of the World,In My Little Corner,Anita Bryant,my little corner of the world,anita bryant,31,2016-06-24,False,93
0.541,0.366,5,-9.19,1,0.0252,0.938,0.445,0.107,0.425,94.809,audio_features,0T7jzjQENOkhRNwkfGbTO7,spotify:track:0T7jzjQENOkhRNwkfGbTO7,173027,3,Doggin' Around,The Ultimate Jackie Wilson,Jackie Wilson,doggin around,jackie wilson,17,2006,False,94
0.61,0.623,1,-6.212,1,0.039,0.559,0.0,0.137,0.841,121.207,audio_features,0ZqhPLdc7yEv6iADB7no3F,spotify:track:0ZqhPLdc7yEv6iADB7no3F,145360,4,Little Bitty Girl,The Best Of Bobby Rydell,Bobby Rydell,little bitty girl,bobby rydell,18,2005-10-18,False,95
0.656,0.813,5,-7.324,1,0.033,0.349,0.0,0.114,0.96,132.313,audio_features,6OsefWNJtsWqO7myze1HEX,spotify:track:6OsefWNJtsWqO7myze1HEX,158493,4,Money (That's What I Want) - Single Version / Mono,The Collection,Barrett Strong,money thats what i want,barrett strong,60,2004-01-01,False,96
0.419,0.681,7,-11.137,0,0.04,0.777,0.0,0.255,0.788,118.904,audio_features,4jtxk24eyUY3F9y3ucjxe0,spotify:track:4jtxk24eyUY3F9y3ucjxe0,99213,4,Stay - Rerecorded,Maurice Williams and The Zodiacs,Maurice Williams & The Zodiacs,stay,maurice williams and the zodiacs,63,2009-01-01,False,97
0.614,0.817,5,-8.873,1,0.0446,0.773,2.06e-05,0.13,0.54,92.019,audio_features,5I4bksVL6ARc3b0Gu9RDlm,spotify:track:5I4bksVL6ARc3b0Gu9RDlm,126109,4,Lonely Weekends,Lonely Weekends,Charlie Rich,lonely weekends,charlie rich,19,1969-01-01,False,98
0.633,0.484,0,-8.507,1,0.0269,0.474,0.000141,0.1,0.814,80.54,audio_features,5cs1Octws0fseq5a0cAc48,spotify:track:5cs1Octws0fseq5a0cAc48,145027,4,Sandy,Rubber Biscuit: Essential '50s Hits,Larry Hall,sandy,larry hall,12,2017-02-10,False,99
0.488,0.851,0,-7.933,1,0.0865,0.311,0.0,0.0891,0.882,141.794,audio_features,7HDQqox0O0fTE7elQu4XxS,spotify:track:7HDQqox0O0fTE7elQu4XxS,153122,4,Tossin' and Turnin' - Stereo Version,Tossin' and Turnin',Bobby Lewis,tossin and turnin,bobby lewis,14,1961-09-14,False,100
0.54,0.0568,10,-20.508,1,0.0351,0.917,1.01e-06,0.12,0.506,111.791,audio_features,6zFsz86nAj5gcvzyVqNL3k,spotify:track:6zFsz86nAj5gcvzyVqNL3k,171333,4,I Fall To Pieces - Single Version,Showcase,Patsy Cline,i fall to pieces,patsy cline,64,1961-11-27,False,101
0.443,0.208,2,-15.379,1,0.0292,0.914,0.000648,0.251,0.383,103.306,audio_features,3cludtjs7isdoWUjsT4MTp,spotify:track:3cludtjs7isdoWUjsT4MTp,177747,4,Michael,Still Rowing!,The Highwaymen,michael,the highwaymen,16,1991,False,102
0.35,0.293,2,-9.502,1,0.0258,0.758,8.21e-06,0.104,0.162,96.685,audio_features,6eLL7QTdMWdhhG4i3jHDR9,spotify:track:6eLL7QTdMWdhhG4i3jHDR9,166467,4,Crying,Crying,Roy Orbison,crying,roy orbison,60,1962-01-01,False,103
0.594,0.533,10,-7.993,0,0.0438,0.153,1.49e-05,0.172,0.729,78.552,audio_features,45Szkclj1lt4ubm7RFK68t,spotify:track:45Szkclj1lt4ubm7RFK68t,137307,4,Runaway,Runaway with Del Shannon,Del Shannon,runaway,del shannon,63,1961-01-01,False,104
0.35,0.426,3,-7.488,1,0.0293,0.769,0.0,0.254,0.653,184.533,audio_features,3AXmDuTY1vuXlaR8W94tT5,spotify:track:3AXmDuTY1vuXlaR8W94tT5,153493,3,My True Story - Alternate Take,Presenting the Jive Five,The Jive Five,my true story,the jive five,26,1961-12-24,False,105
0.469,0.704,3,-5.436,1,0.0545,0.523,0.0,0.175,0.954,154.455,audio_features,2wP3X9t5Wsi69uNp90KfPK,spotify:track:2wP3X9t5Wsi69uNp90KfPK,149067,4,Pony Time,Dancin' Party: The Chubby Checker Collection (1960-1966),Chubby Checker,pony time,chubby checker,14,2020-06-19,False,106
0.786,0.615,0,-8.213,1,0.0359,0.681,0.126,0.136,0.884,128.466,audio_features,702hWDnMmWGgTEVzayZJoS,spotify:track:702hWDnMmWGgTEVzayZJoS,116360,4,Wheels,Wheels / Am I Asking Too Much?,The String-A-Longs,wheels,the string a longs,39,1960-04-21,False,107
0.342,0.764,8,-6.626,1,0.0614,0.419,0.0,0.384,0.652,121.16,audio_features,59FRo4xdiPqunpKjZkMgSW,spotify:track:59FRo4xdiPqunpKjZkMgSW,172460,1,Raindrops,Raindrops (The Hits Book),Dee Clark,raindrops,dee clark,20,2011-06-30,False,108
0.844,0.462,1,-9.855,1,0.0525,0.713,0.0234,0.106,0.947,84.913,audio_features,2ELAMT68a78OGwhCgj9Kai,spotify:track:2ELAMT68a78OGwhCgj9Kai,118427,4,Wooden Heart,The Best Of Joe Dowell,Joe Dowell,wooden heart,joe dowell,21,2009-01-01,False,109
0.49,0.678,0,-7.854,1,0.0277,0.802,0.922,0.391,0.959,82.004,audio_features,7CKAQZLOhn3IGFXhcCe4ut,spotify:track:7CKAQZLOhn3IGFXhcCe4ut,133329,4,Calcutta,Let's Spend an Evening with Lawrence Welks,Lawrence Welk,calcutta,lawrence welk,14,2020-08-12,False,110
0.487,0.441,1,-11.297,1,0.0722,0.761,0.0,0.15,0.604,82.707,audio_features,06JokgprGDKrtZ1eP6z2CQ,spotify:track:06JokgprGDKrtZ1eP6z2CQ,149800,4,Take Good Care Of My Baby,Take Good Care Of My Baby,Bobby Vee,take good care of my baby,bobby vee,59,1962-02-01,False,111
0.443,0.221,9,-9.327,1,0.0318,0.829,0.000203,0.0755,0.247,127.074,audio_features,5kkQzZu91zUEG9fR1NtFe5,spotify:track:5kkQzZu91zUEG9fR1NtFe5,167467,3,Running Scared - with The Royal Philharmonic Orchestra,A Love So Beautiful: Roy Orbison & The Royal Philharmonic Orchestra,Roy Orbison,running scared,roy orbison,25,2017-11-03,False,112
0.385,0.225,10,-12.801,1,0.0464,0.793,0.0,0.513,0.537,81.184,audio_features,6wIaFScF0Q76BT5EEOkUOb,spotify:track:6wIaFScF0Q76BT5EEOkUOb,122062,4,Dedicated To The One I Love,Remember When,The Shirelles,dedicated to the one i love,the shirelles,13,2005,False,113
0.742,0.584,7,-4.462,1,0.0372,0.46,0.781,0.0731,0.848,125.037,audio_features,5Lx6etnffOSdSBAhT0tNxj,spotify:track:5Lx6etnffOSdSBAhT0tNxj,158693,4,Last Night,The Platinum Collection,The Mar-Keys,last night,the mar keys,19,2007-03-19,False,114
0.527,0.308,0,-11.809,1,0.0284,0.551,4.25e-05,0.0921,0.514,136.297,audio_features,25IiJu0DjOqsnQXgNHWp5i,spotify:track:25IiJu0DjOqsnQXgNHWp5i,160865,4,Will You Love Me Tomorrow,Remember When,The Shirelles,will you love me tomorrow,the shirelles,66,2005,False,115
0.417,0.222,2,-15.318,0,0.0344,0.991,0.858,0.181,0.147,91.846,audio_features,7MIzIo0Z9S8zmBiXdGwOeS,spotify:track:7MIzIo0Z9S8zmBiXdGwOeS,190359,4,Exodus,The Ferrante & Teicher Collection,Ferrante & Teicher,exodus,ferrante and teicher,17,1998-01-01,False,116
0.397,0.368,7,-6.034,1,0.029,0.745,0.0,0.179,0.39,72.066,audio_features,1plEmsH26pWSX0WzPchcz1,spotify:track:1plEmsH26pWSX0WzPchcz1,157333,4,Where The Boys Are,The Collection,Connie Francis,where the boys are,connie francis,44,1996-01-01,False,117
0.598,0.571,8,-12.616,0,0.139,0.704,0.0,0.513,0.962,173.141,audio_features,2HoqbEOXgbDSLZ5XCePEXt,spotify:track:2HoqbEOXgbDSLZ5XCePEXt,119880,4,Hit the Road Jack,Soul,Ray Charles,hit the road jack,ray charles,70,2021-06-04,False,118
0.611,0.26,2,-10.066,1,0.0283,0.904,1.84e-06,0.232,0.574,107.148,audio_features,1YyfRZNLHZhypob4ukvAaW,spotify:track:1YyfRZNLHZhypob4ukvAaW,199347,4,Sad Movies (Make Me Cry),The Sue Thompson Collection,Sue Thompson,sad movies make me cry,sue thompson,42,2009-04-13,False,119
0.81,0.524,7,-9.77,0,0.0339,0.77,1.03e-05,0.161,0.949,130.214,audio_features,39h384i9hij2H9Qtl9XUuu,spotify:track:39h384i9hij2H9Qtl9XUuu,153093,4,Mother-In-Law,Mother-In-Law,Ernie K-Doe,mother in law,ernie k doe,16,2012-03-06,False,120
0.657,0.757,2,-7.187,1,0.0588,0.6,0.0,0.51,0.931,105.363,audio_features,7iUHbt1DhPnsg447goOVi7,spotify:track:7iUHbt1DhPnsg447goOVi7,138853,4,Bristol Stomp,25 Original Greatest Hits- Cameo Parkway,The Dovells,bristol stomp,the dovells,6,1964-01-01,False,121
0.723,0.44,2,-10.536,1,0.0319,0.667,0.0,0.128,0.843,123.217,audio_features,1sM0yZDxUhPQhkDh2CLd6l,spotify:track:1sM0yZDxUhPQhkDh2CLd6l,143200,4,Travelin' Man - Remastered,Rick Is 21,Ricky Nelson,travelin man,ricky nelson,59,1961-01-01,False,122
0.56,0.647,7,-6.787,1,0.0301,0.662,0.0,0.635,0.896,132.433,audio_features,5WnukOUaf5QUhdS9mTwVry,spotify:track:5WnukOUaf5QUhdS9mTwVry,171187,4,Shop Around,The Definitive Collection,The Miracles,shop around,the miracles,22,2008-01-01,False,123
0.716,0.34,0,-17.01,1,0.0585,0.248,2.89e-06,0.309,0.661,133.337,audio_features,5gCkto8RSjGPynLo3GjOk0,spotify:track:5gCkto8RSjGPynLo3GjOk0,160000,4,The Boll Weevil Song,Greatest Hits: The Mercury Years,Brook Benton,the boll weevil song,brook benton,24,1989-01-01,False,124
0.725,0.374,0,-8.018,1,0.0386,0.577,0.0,0.107,0.82,128.569,audio_features,2WRPCPMu1Qadq0J7Af8aCC,spotify:track:2WRPCPMu1Qadq0J7Af8aCC,143600,4,A Hundred Pounds Of Clay - 1995 Digital Remaster,Best Of Gene McDaniels,Gene McDaniels,a hundred pounds of clay,gene mcdaniels,20,1995-01-01,False,125
0.686,0.771,1,-8.764,1,0.0594,0.683,0.137,0.333,0.94,118.176,audio_features,0YVlMTY2kaQc2fxu2ezlI6,spotify:track:0YVlMTY2kaQc2fxu2ezlI6,135707,4,The Mountain's High,Lost Hits Of The 60's (All Original Artists & Versions),Dick & Dee Dee,the mountains high,dick and deedee,34,2010-01-01,False,126
0.514,0.256,4,-13.069,1,0.032,0.918,0.00102,0.125,0.477,98.082,audio_features,1xFTK0nWCUHiAhNA7w9aei,spotify:track:1xFTK0nWCUHiAhNA7w9aei,193173,4,Don't Worry,Marty Robbins' All-Time Greatest Hits,Marty Robbins,dont worry,marty robbins,32,1972,False,127
0.573,0.687,9,-11.829,1,0.034,0.29,0.00385,0.122,0.962,151.025,audio_features,4QjrLPqpSYSlLV6mqELvVg,spotify:track:4QjrLPqpSYSlLV6mqELvVg,127400,4,On the Rebound,The Essential Floyd Cramer,Floyd Cramer,on the rebound,floyd cramer,20,1995,False,128
0.28,0.277,0,-13.506,1,0.032,0.964,0.00371,0.119,0.329,86.386,audio_features,40eNR0UchvkaYxDop5nE4h,spotify:track:40eNR0UchvkaYxDop5nE4h,175282,4,Portrait of My Love,Yes My Darling Daughter,Steve Lawrence,portrait of my love,steve lawrence,11,2021-08-18,False,129
0.455,0.819,0,-9.322,0,0.184,0.925,0.0441,0.84,0.902,163.686,audio_features,5mOECh8BAECe5HEHzJUvpd,spotify:track:5mOECh8BAECe5HEHzJUvpd,150400,4,Quarter to Three,Rockmasters International Network Presents Dance 'Til Quarter to Three With U.S. Bonds,Gary U.S. Bonds,quarter to three,gary us bonds,15,1961,False,130
0.343,0.719,11,-6.533,1,0.0578,0.271,1.38e-06,0.0984,0.8,171.936,audio_features,3rNTztxol0gEAjZNTnoK7r,spotify:track:3rNTztxol0gEAjZNTnoK7r,161652,4,"Who Put the Bomp (In The Bomp, Bomp, Bomp) (Remastered)",Las 66 Favoritas de Jose María Íñigo y José Ramón Pardo. Vol. 1 (1958-1961) [Remastered]],Barry Mann,who put the bomp in the bomp bomp bomp,barry mann,28,2011-05-10,False,131
0.703,0.649,8,-7.727,0,0.0312,0.397,0.0,0.209,0.862,122.719,audio_features,7Gpx2fNJiilvrf9Ss8qbit,spotify:track:7Gpx2fNJiilvrf9Ss8qbit,159693,4,Calendar Girl,Rock with Sedaka (Expanded Edition),Neil Sedaka,calendar girl,neil sedaka,55,1959-06-12,False,132
0.538,0.731,5,-5.446,1,0.123,0.832,0.0,0.119,0.778,144.671,audio_features,0H42hSApNDJawdGjF8bh48,spotify:track:0H42hSApNDJawdGjF8bh48,117480,4,I Like It Like That,VINYL: Music From The HBO® Original Series - Vol. 1,Chris Kenner,i like it like that,chris kenner,17,2016-02-12,False,133
0.644,0.492,9,-13.646,0,0.0468,0.894,0.922,0.117,0.248,129.089,audio_features,0FKNRNN2mcY9dBjenoxbeY,spotify:track:0FKNRNN2mcY9dBjenoxbeY,175520,4,Apache,Atlantic 60th: Instrumental Jams,Jørgen Ingmann,apache,jorgen ingmann,31,2007-10-30,False,134
0.248,0.836,2,2.769,0,0.033,0.882,0.0,0.103,0.649,201.17,audio_features,7pej5hnsn1bcVsQbFDaOuz,spotify:track:7pej5hnsn1bcVsQbFDaOuz,150747,3,Don't Bet Money Honey,Little Star,Linda Scott,dont bet money honey,linda scott,5,1963-03-10,False,135
0.538,0.558,2,-5.701,1,0.0263,0.425,0.636,0.119,0.709,99.372,audio_features,5Min0W82qfrxIiVxyrKaTR,spotify:track:5Min0W82qfrxIiVxyrKaTR,128800,3,Without You,Words & Music,Johnny Tillotson,without you,johnny tillotson,31,1959,False,136
0.677,0.441,4,-9.293,1,0.0274,0.634,0.0,0.24,0.688,95.285,audio_features,4BkU3XmInYjZyPAdgymyaU,spotify:track:4BkU3XmInYjZyPAdgymyaU,146613,3,On the Wings of a Dove,Classics,Ferlin Husky,wings of a dove,ferlin husky,22,2015-11-27,False,137
0.612,0.587,9,-11.173,1,0.0364,0.207,0.00119,0.486,0.651,132.623,audio_features,0r6tI8sTfaoLPpLtueuzc9,spotify:track:0r6tI8sTfaoLPpLtueuzc9,212573,4,Medley: Little Sister / Get Back - August 12 - Midnight Show,That's the Way It Is (Deluxe Edition),Elvis Presley,little sister,elvis presley,25,1970-11-11,False,138
0.624,0.432,7,-11.132,1,0.0344,0.656,0.0,0.0785,0.935,127.69,audio_features,42ojLX3UYsp4XhaX0sx29E,spotify:track:42ojLX3UYsp4XhaX0sx29E,138360,4,Blue Moon,The Best Of The Marcels,The Marcels,blue moon,the marcels,51,1990-06-11,False,139
0.578,0.278,5,-8.619,1,0.0257,0.853,3.01e-06,0.128,0.416,71.705,audio_features,7JjFTKtxJPnjwhm0rcR9ar,spotify:track:7JjFTKtxJPnjwhm0rcR9ar,178867,3,Daddy's Home - Outtake,Daddy's Home: The Very Best Of Shep & The Limelites,Shep,daddys home,shep and the limelites,8,2000-01-01,False,140
0.453,0.299,2,-14.331,1,0.0299,0.712,0.0,0.287,0.341,81.169,audio_features,4dfn4XrQIUAgUU96Ag1Ref,spotify:track:4dfn4XrQIUAgUU96Ag1Ref,157960,4,This Time,Troy Shondell,Troy Shondell,this time,troy shondell,27,2013-05-07,False,141
0.662,0.535,10,-5.457,1,0.027,0.563,0.0,0.125,0.83,109.695,audio_features,1a9EyBydOYhE7SGSodUIjP,spotify:track:1a9EyBydOYhE7SGSodUIjP,141200,4,(I Don't Know Why) But I Do,"Ain't Got No Home: The Best Of Clarence ""Frogman"" Henry (Reissue)","Clarence ""Frogman"" Henry",i dont know why but i do,clarence frogman henry,51,1994-04-26,False,142
0.62,0.406,0,-10.421,1,0.0281,0.722,6.73e-06,0.114,0.695,101.489,audio_features,4dim8F8t01qimHOmr6S3Gd,spotify:track:4dim8F8t01qimHOmr6S3Gd,146840,4,Hello Walls,The Complete Capitol Hits Of Faron Young,Faron Young,hello walls,faron young,54,2000-01-01,False,144
0.364,0.607,2,-9.791,1,0.125,0.451,0.0,0.251,0.598,79.987,audio_features,1DndHckdH9m5rp6gYP086b,spotify:track:1DndHckdH9m5rp6gYP086b,171600,4,Runaround Sue,Runaround Sue,Dion,runaround sue,dion,68,1961,False,145
0.552,0.0342,2,-29.519,1,0.0497,0.953,0.828,0.0937,0.67,119.323,audio_features,6oye7upM8j0mE3xoT7FdjU,spotify:track:6oye7upM8j0mE3xoT7FdjU,164920,4,Yellow Bird,Yellow Bird,Arthur Lyman,yellow bird,arthur lyman,34,1961,False,146
0.493,0.244,5,-11.487,1,0.0277,0.707,0.000462,0.121,0.222,87.044,audio_features,6mqfq8EdYoV07TXM2rgPgb,spotify:track:6mqfq8EdYoV07TXM2rgPgb,148467,3,Hurt,The Best Of Timi Yuro,Timi Yuro,hurt,timi yuro,43,1992-01-01,False,147
0.602,0.633,9,-9.756,1,0.0314,0.502,0.0,0.0614,0.931,98.995,audio_features,6ImmlZj8ysK2jDnqqbKp60,spotify:track:6ImmlZj8ysK2jDnqqbKp60,138547,4,"Hello Mary Lou, Goodbye Heart - Remastered",Rick Is 21,Ricky Nelson,hello mary lou,ricky nelson,58,1961-01-01,False,148
0.326,0.452,6,-10.129,1,0.0399,0.904,0.0,0.352,0.608,201.612,audio_features,06S4IIV2L4QaNMZ2wM03FK,spotify:track:06S4IIV2L4QaNMZ2wM03FK,134627,3,There's a Moon Out Tonight,Spotlite Series - Lost Nite & Crimson Records Vol. 1,The Capris,theres a moon out tonight,the capris,20,1996,False,149
0.454,0.666,3,-8.193,1,0.0379,0.758,2.89e-05,0.275,0.894,82.61,audio_features,1aECQTfv5SO42lU4fvrdJJ,spotify:track:1aECQTfv5SO42lU4fvrdJJ,112227,4,Surrender,Elvis 30 #1 Hits (Expanded Edition),Elvis Presley,surrender,elvis presley,54,2022-02-18,False,150
0.52,0.193,10,-15.387,1,0.0281,0.803,0.00023,0.101,0.477,100.914,audio_features,5TK8wQhHheetBs9R66hLYC,spotify:track:5TK8wQhHheetBs9R66hLYC,110467,3,I Love How You Love Me - Re-Recorded In Stereo,Best Of The Paris Sisters,The Paris Sisters,i love how you love me,the paris sisters,35,2004-07-27,False,151
0.799,0.553,5,-8.338,1,0.0652,0.73,0.000962,0.108,0.924,140.665,audio_features,4hsNBu9gncNn0q00CTxT24,spotify:track:4hsNBu9gncNn0q00CTxT24,142072,4,Ya Ya,Ya! Ya!,Lee Dorsey,ya ya,lee dorsey,26,1961-02-07,False,152
0.464,0.778,10,-11.338,1,0.185,0.868,3.68e-05,0.434,0.812,149.199,audio_features,01GarP7Iim3fsxASclkEFW,spotify:track:01GarP7Iim3fsxASclkEFW,149560,4,School Is Out,The Very Best Of Gary U.S. Bonds (The Original Legrand Masters),Gary U.S. Bonds,school is out,gary us bonds,19,1998-01-01,False,153
0.57,0.822,2,-5.66,1,0.0254,0.183,0.915,0.159,0.978,86.536,audio_features,6q0dx4JeC7N3tJytCs7AiK,spotify:track:6q0dx4JeC7N3tJytCs7AiK,156440,4,Mexico,Radio Nord & Radio Syd Topplåtarna från 1961-1962,Bob Moore,mexico,bob moore,24,2014-09-19,False,154
0.67,0.315,1,-14.201,0,0.0446,0.749,0.0,0.34,0.616,130.881,audio_features,7b5CaZGoxF5rth1jBITajb,spotify:track:7b5CaZGoxF5rth1jBITajb,135732,4,You Don't Know What You've Got (Until You Lose It),The Singles 1959-1962,Ral Donner,you dont know what youve got until you lose it,ral donner,9,2020-12-25,False,155
0.579,0.396,1,-12.693,1,0.0292,0.572,0.0,0.0467,0.828,67.457,audio_features,7wHvCwzBDk1TwSeCDuQnMR,spotify:track:7wHvCwzBDk1TwSeCDuQnMR,139307,4,Walk Right Back - 2022 Remaster,Hey Doll Baby,The Everly Brothers,walk right back,the everly brothers,52,2022-06-17,False,156
0.243,0.399,8,-8.886,1,0.0285,0.865,3.79e-05,0.136,0.129,81.438,audio_features,0f54N3hyrpAP3powCXrUjB,spotify:track:0f54N3hyrpAP3powCXrUjB,184189,4,"Old Hits Medley (The Way You Look Tonight, Theme from a Summer Place, When I Fall in Love)",By Request,The Lettermen,the way you look tonight,the lettermen,21,2018-09-03,False,157
0.767,0.269,3,-14.983,1,0.0333,0.774,0.0,0.0875,0.534,129.921,audio_features,2TEdI0KNrYHo4UPhrt0ais,spotify:track:2TEdI0KNrYHo4UPhrt0ais,157267,4,Moody River - Single Version,Pat Boone's Greatest Hits (Reissue),Pat Boone,moody river,pat boone,44,1993-01-01,False,158
0.688,0.576,8,-12.536,1,0.0904,0.54,0.65,0.16,0.816,130.806,audio_features,3GiK4O8Be3xC0vYZK0Vpqo,spotify:track:3GiK4O8Be3xC0vYZK0Vpqo,186040,4,One Mint Julep,True Genius,Ray Charles,one mint julep,ray charles,29,2021-09-10,False,159
0.258,0.24,11,-13.093,1,0.0325,0.779,0.0,0.355,0.371,83.202,audio_features,4vLG7b1jHa2sQKSQ9RFK8H,spotify:track:4vLG7b1jHa2sQKSQ9RFK8H,155507,1,Take Good Care Of Her,Greatest Hits,Adam Wade,take good care of her,adam wade,15,2011-05-17,False,160
0.235,0.465,5,-5.031,1,0.032,0.569,0.000698,0.213,0.474,181.739,audio_features,6c61Yeqipb077Lotr0F0xO,spotify:track:6c61Yeqipb077Lotr0F0xO,140200,3,"Gee Whiz, Look at His Eyes",Atlantic Top 60: Sweat-Soaked Soul Classics,Carla Thomas,gee whiz look at his eyes,carla thomas,12,2007-10-30,False,161
0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,audio_features,3SdTKo2uVsxFblQjpScoHy,spotify:track:3SdTKo2uVsxFblQjpScoHy,180056,4,Stand by Me,Don't Play That Song (Mono),Ben E. King,stand by me,ben e king,81,1962-08-20,False,162
